URL,Duration(second),Standard Deviation
https://www.youtube.com/watch?v=yf9tIQNzEHM,1122,25.78404883867612
https://www.youtube.com/watch?v=bgIXr5myyDU,668,28.66535329171512
https://www.youtube.com/watch?v=gmcyquL99NI,408,43.45605333470323
https://www.youtube.com/watch?v=hKEtPnxTV1g,872,10.363546282893198
https://www.youtube.com/watch?v=K2QVB9WfOTk,528,14.161763857498668
https://www.youtube.com/watch?v=x_y0LM7LCVU,940,15.439113023017223
https://www.youtube.com/watch?v=OM_5cNgq9aw,509,15.78926971276011
https://www.youtube.com/watch?v=KkT2Z6Lv8t8,549,34.073246830680624
https://www.youtube.com/watch?v=ja4TTBMLfvo,716,13.417184255026587
https://www.youtube.com/watch?v=Ejty6peU5EM,940,17.592863466564324
https://www.youtube.com/watch?v=XEYXehgFWfE,959,13.219156317632377
https://www.youtube.com/watch?v=9sNZdXgCEkU,660,9.615006349838673
https://www.youtube.com/watch?v=3wmOwHruZBE,645,14.781885273245932
https://www.youtube.com/watch?v=2ygDGouN47M,1024,29.41894433378407
https://www.youtube.com/watch?v=nyS-RT1NKiw,705,25.877784337578483
https://www.youtube.com/watch?v=7IGn-Q-rDPE,437,14.112248423109463
https://www.youtube.com/watch?v=f_JrTHsB2g4,1069,9.750079138646852
https://www.youtube.com/watch?v=awmU6Fz0om0,416,20.66805185175755
https://www.youtube.com/watch?v=1ZWpFpVc7IU,598,32.22483514310042
https://www.youtube.com/watch?v=7012tiYATYI,333,36.62903152436907
https://www.youtube.com/watch?v=l9dpqCeDqDA,890,30.148976118581718
https://www.youtube.com/watch?v=-e7Ma-mD7h0,446,10.719452722348594
https://www.youtube.com/watch?v=JPT-bfSiSdQ,739,29.917646966297333
https://www.youtube.com/watch?v=L_gTqbuPjm8,343,13.74444332165629
https://www.youtube.com/watch?v=7dBDypIFs74,418,29.205464962459843
https://www.youtube.com/watch?v=FvOWT7O2ujU,1070,16.967288790165885
https://www.youtube.com/watch?v=j6bwX99Wmv0,728,20.79944182052373
https://www.youtube.com/watch?v=-xNUyv5TKMk,582,16.97170531100027
https://www.youtube.com/watch?v=vB7r7cwIw_o,371,12.59050078667134
https://www.youtube.com/watch?v=pr0jQjDMg-Y,882,24.86561659981286
https://www.youtube.com/watch?v=2psAdr4XCz0,681,22.242179654107538
https://www.youtube.com/watch?v=LTIDQQbgK60,708,12.267207302397722
https://www.youtube.com/watch?v=SNP5QjQedQA,1056,22.54782297667902
https://www.youtube.com/watch?v=pqkHlnXvAmA,316,36.2522029981934
